,date,rainfall_mm,rainfall_yesterday,rainfall_2day_total,flood,predicted_flood
1344,2023-03-06,1.47,0.08,1.55,0,0
1345,2023-03-07,0.86,1.47,2.33,0,0
1346,2023-03-08,0.01,0.86,0.87,0,0
1347,2023-03-09,0.45,0.01,0.46,0,0
1348,2023-03-10,0.0,0.45,0.45,0,0
1349,2023-03-11,0.0,0.0,0.0,0,0
1350,2023-03-12,0.0,0.0,0.0,0,0
1351,2023-03-13,0.0,0.0,0.0,0,0
1352,2023-03-14,0.03,0.0,0.03,0,0
1353,2023-03-15,0.15,0.03,0.18,0,0
1354,2023-03-16,0.13,0.15,0.28,0,0
1355,2023-03-17,1.35,0.13,1.48,0,0
1356,2023-03-18,1.42,1.35,2.77,0,0
1357,2023-03-19,5.61,1.42,7.03,0,0
1358,2023-03-20,1.48,5.61,7.09,0,0
1359,2023-03-21,0.35,1.48,1.83,0,0
1360,2023-03-22,0.49,0.35,0.84,0,0
1361,2023-03-23,0.24,0.49,0.73,0,0
1362,2023-03-24,1.6,0.24,1.84,0,0
1363,2023-03-25,0.0,1.6,1.6,0,0
1364,2023-03-26,0.0,0.0,0.0,0,0
1365,2023-03-27,0.0,0.0,0.0,0,0
1366,2023-03-28,0.0,0.0,0.0,0,0
1367,2023-03-29,0.0,0.0,0.0,0,0
1368,2023-03-30,0.96,0.0,0.96,0,0
1369,2023-03-31,0.01,0.96,0.97,0,0
1370,2023-04-01,0.0,0.01,0.01,0,0
1371,2023-04-02,0.0,0.0,0.0,0,0
1372,2023-04-03,0.0,0.0,0.0,0,0
1373,2023-04-04,0.0,0.0,0.0,0,0
1374,2023-04-05,0.0,0.0,0.0,0,0
1375,2023-04-06,0.0,0.0,0.0,0,0
1376,2023-04-07,0.0,0.0,0.0,0,0
1377,2023-04-08,0.0,0.0,0.0,0,0
1378,2023-04-09,0.0,0.0,0.0,0,0
1379,2023-04-10,0.0,0.0,0.0,0,0
1380,2023-04-11,0.0,0.0,0.0,0,0
1381,2023-04-12,0.0,0.0,0.0,0,0
1382,2023-04-13,0.0,0.0,0.0,0,0
1383,2023-04-14,0.0,0.0,0.0,0,0
1384,2023-04-15,0.0,0.0,0.0,0,0
1385,2023-04-16,0.0,0.0,0.0,0,0
1386,2023-04-17,0.0,0.0,0.0,0,0
1387,2023-04-18,0.0,0.0,0.0,0,0
1388,2023-04-19,0.02,0.0,0.02,0,0
1389,2023-04-20,0.0,0.02,0.02,0,0
1390,2023-04-21,0.0,0.0,0.0,0,0
1391,2023-04-22,0.0,0.0,0.0,0,0
1392,2023-04-23,0.0,0.0,0.0,0,0
1393,2023-04-24,0.0,0.0,0.0,0,0
1394,2023-04-25,0.0,0.0,0.0,0,0
1395,2023-04-26,0.0,0.0,0.0,0,0
1396,2023-04-27,0.1,0.0,0.1,0,0
1397,2023-04-28,2.21,0.1,2.31,0,0
1398,2023-04-29,1.79,2.21,4.0,0,0
1399,2023-04-30,2.79,1.79,4.58,0,0
1400,2023-05-01,0.03,2.79,2.82,0,0
1401,2023-05-02,1.02,0.03,1.05,0,0
1402,2023-05-03,0.11,1.02,1.1300000000000001,0,0
1403,2023-05-04,0.03,0.11,0.14,0,0
1404,2023-05-05,0.01,0.03,0.04,0,0
1405,2023-05-06,0.01,0.01,0.02,0,0
1406,2023-05-07,0.0,0.01,0.01,0,0
1407,2023-05-08,0.0,0.0,0.0,0,0
1408,2023-05-09,0.0,0.0,0.0,0,0
1409,2023-05-10,0.0,0.0,0.0,0,0
1410,2023-05-11,0.0,0.0,0.0,0,0
1411,2023-05-12,0.0,0.0,0.0,0,0
1412,2023-05-13,0.0,0.0,0.0,0,0
1413,2023-05-14,0.0,0.0,0.0,0,0
1414,2023-05-15,0.0,0.0,0.0,0,0
1415,2023-05-16,0.62,0.0,0.62,0,0
1416,2023-05-17,0.67,0.62,1.29,0,0
1417,2023-05-18,0.0,0.67,0.67,0,0
1418,2023-05-19,0.0,0.0,0.0,0,0
1419,2023-05-20,0.0,0.0,0.0,0,0
1420,2023-05-21,0.0,0.0,0.0,0,0
1421,2023-05-22,0.0,0.0,0.0,0,0
1422,2023-05-23,0.0,0.0,0.0,0,0
1423,2023-05-24,0.0,0.0,0.0,0,0
1424,2023-05-25,0.04,0.0,0.04,0,0
1425,2023-05-26,0.43,0.04,0.47,0,0
1426,2023-05-27,1.13,0.43,1.5599999999999998,0,0
1427,2023-05-28,9.85,1.13,10.98,0,0
1428,2023-05-29,9.97,9.85,19.82,0,0
1429,2023-05-30,0.07,9.97,10.040000000000001,0,0
1430,2023-05-31,0.02,0.07,0.09000000000000001,0,0
1431,2023-06-01,0.0,0.02,0.02,0,0
1432,2023-06-02,1.16,0.0,1.16,0,0
1433,2023-06-03,7.02,1.16,8.18,0,0
1434,2023-06-04,4.02,7.02,11.04,0,0
1435,2023-06-05,5.35,4.02,9.37,0,0
1436,2023-06-06,0.03,5.35,5.38,0,0
1437,2023-06-07,0.1,0.03,0.13,0,0
1438,2023-06-08,0.05,0.1,0.15000000000000002,0,0
1439,2023-06-09,0.0,0.05,0.05,0,0
1440,2023-06-10,0.0,0.0,0.0,0,0
1441,2023-06-11,0.0,0.0,0.0,0,0
1442,2023-06-12,0.08,0.0,0.08,0,0
1443,2023-06-13,0.17,0.08,0.25,0,0
1444,2023-06-14,0.71,0.17,0.88,0,0
1445,2023-06-15,5.74,0.71,6.45,0,0
1446,2023-06-16,17.03,5.74,22.770000000000003,0,0
1447,2023-06-17,24.7,17.03,41.730000000000004,0,0
1448,2023-06-18,6.66,24.7,31.36,0,0
1449,2023-06-19,0.14,6.66,6.8,0,0
1450,2023-06-20,0.01,0.14,0.15000000000000002,0,0
1451,2023-06-21,0.0,0.01,0.01,0,0
1452,2023-06-22,0.0,0.0,0.0,0,0
1453,2023-06-23,2.73,0.0,2.73,0,0
1454,2023-06-24,7.18,2.73,9.91,0,0
1455,2023-06-25,6.49,7.18,13.67,0,0
1456,2023-06-26,17.47,6.49,23.96,0,0
1457,2023-06-27,2.73,17.47,20.2,0,0
1458,2023-06-28,27.67,2.73,30.400000000000002,0,0
1459,2023-06-29,27.67,27.67,55.34,0,0
1460,2023-06-30,16.52,27.67,44.19,0,0
1461,2023-07-01,26.25,16.52,42.769999999999996,0,0
1462,2023-07-02,0.75,26.25,27.0,0,0
1463,2023-07-03,0.26,0.75,1.01,0,0
1464,2023-07-04,0.25,0.26,0.51,0,0
1465,2023-07-05,25.68,0.25,25.93,0,0
1466,2023-07-06,13.76,25.68,39.44,0,0
1467,2023-07-07,15.92,13.76,29.68,0,0
1468,2023-07-08,18.99,15.92,34.91,0,0
1469,2023-07-09,53.99,18.99,72.98,0,0
1470,2023-07-10,17.34,53.99,71.33,0,0
1471,2023-07-11,2.43,17.34,19.77,0,0
1472,2023-07-12,1.59,2.43,4.0200000000000005,0,0
1473,2023-07-13,1.04,1.59,2.63,0,0
1474,2023-07-14,1.71,1.04,2.75,0,0
1475,2023-07-15,5.09,1.71,6.8,0,0
1476,2023-07-16,2.06,5.09,7.15,0,0
1477,2023-07-17,1.21,2.06,3.27,0,0
1478,2023-07-18,3.12,1.21,4.33,0,0
1479,2023-07-19,32.32,3.12,35.44,0,0
1480,2023-07-20,16.56,32.32,48.879999999999995,0,0
1481,2023-07-21,7.98,16.56,24.54,0,0
1482,2023-07-22,48.93,7.98,56.91,0,0
1483,2023-07-23,31.74,48.93,80.67,0,0
1484,2023-07-24,17.34,31.74,49.08,0,0
1485,2023-07-25,3.71,17.34,21.05,0,0
1486,2023-07-26,0.44,3.71,4.15,0,0
1487,2023-07-27,12.06,0.44,12.5,0,0
1488,2023-07-28,7.52,12.06,19.58,0,0
1489,2023-07-29,9.92,7.52,17.439999999999998,0,0
1490,2023-07-30,7.02,9.92,16.939999999999998,0,0
1491,2023-07-31,4.04,7.02,11.059999999999999,0,0
1492,2023-08-01,4.35,4.04,8.39,0,0
1493,2023-08-02,0.71,4.35,5.06,0,0
1494,2023-08-03,0.02,0.71,0.73,0,0
1495,2023-08-04,1.63,0.02,1.65,0,0
1496,2023-08-05,0.57,1.63,2.1999999999999997,0,0
1497,2023-08-06,0.06,0.57,0.6299999999999999,0,0
1498,2023-08-07,0.01,0.06,0.06999999999999999,0,0
1499,2023-08-08,0.02,0.01,0.03,0,0
1500,2023-08-09,0.07,0.02,0.09000000000000001,0,0
1501,2023-08-10,0.1,0.07,0.17,0,0
1502,2023-08-11,1.12,0.1,1.2200000000000002,0,0
1503,2023-08-12,3.65,1.12,4.77,0,0
1504,2023-08-13,0.66,3.65,4.31,0,0
1505,2023-08-14,0.0,0.66,0.66,0,0
1506,2023-08-15,6.3,0.0,6.3,0,0
1507,2023-08-16,3.57,6.3,9.87,0,0
1508,2023-08-17,0.0,3.57,3.57,0,0
1509,2023-08-18,0.0,0.0,0.0,0,0
1510,2023-08-19,0.04,0.0,0.04,0,0
1511,2023-08-20,8.92,0.04,8.959999999999999,0,0
1512,2023-08-21,1.22,8.92,10.14,0,0
1513,2023-08-22,0.49,1.22,1.71,0,0
1514,2023-08-23,0.09,0.49,0.58,0,0
1515,2023-08-24,0.01,0.09,0.09999999999999999,0,0
1516,2023-08-25,0.0,0.01,0.01,0,0
1517,2023-08-26,0.07,0.0,0.07,0,0
1518,2023-08-27,0.01,0.07,0.08,0,0
1519,2023-08-28,0.0,0.01,0.01,0,0
1520,2023-08-29,0.0,0.0,0.0,0,0
1521,2023-08-30,0.0,0.0,0.0,0,0
1522,2023-08-31,0.0,0.0,0.0,0,0
1523,2023-09-01,0.0,0.0,0.0,0,0
1524,2023-09-02,0.0,0.0,0.0,0,0
1525,2023-09-03,0.0,0.0,0.0,0,0
1526,2023-09-04,0.0,0.0,0.0,0,0
1527,2023-09-05,0.0,0.0,0.0,0,0
1528,2023-09-06,0.89,0.0,0.89,0,0
1529,2023-09-07,7.03,0.89,7.92,0,0
1530,2023-09-08,10.09,7.03,17.12,0,0
1531,2023-09-09,4.11,10.09,14.2,0,0
1532,2023-09-10,2.51,4.11,6.62,0,0
1533,2023-09-11,7.43,2.51,9.94,0,0
1534,2023-09-12,0.0,7.43,7.43,0,0
1535,2023-09-13,0.0,0.0,0.0,0,0
1536,2023-09-14,0.19,0.0,0.19,0,0
1537,2023-09-15,4.13,0.19,4.32,0,0
1538,2023-09-16,18.65,4.13,22.779999999999998,0,0
1539,2023-09-17,68.7,18.65,87.35,1,1
1540,2023-09-18,69.68,68.7,138.38,1,1
1541,2023-09-19,16.81,69.68,86.49000000000001,0,0
1542,2023-09-20,1.69,16.81,18.5,0,0
1543,2023-09-21,1.2,1.69,2.8899999999999997,0,0
1544,2023-09-22,0.56,1.2,1.76,0,0
1545,2023-09-23,3.39,0.56,3.95,0,0
1546,2023-09-24,4.42,3.39,7.8100000000000005,0,0
1547,2023-09-25,1.28,4.42,5.7,0,0
1548,2023-09-26,1.96,1.28,3.24,0,0
1549,2023-09-27,1.54,1.96,3.5,0,0
1550,2023-09-28,0.63,1.54,2.17,0,0
1551,2023-09-29,0.04,0.63,0.67,0,0
1552,2023-09-30,0.0,0.04,0.04,0,0
1553,2023-10-01,0.0,0.0,0.0,0,0
1554,2023-10-02,0.0,0.0,0.0,0,0
1555,2023-10-03,0.0,0.0,0.0,0,0
1556,2023-10-04,0.0,0.0,0.0,0,0
1557,2023-10-05,0.0,0.0,0.0,0,0
1558,2023-10-06,0.0,0.0,0.0,0,0
1559,2023-10-07,0.0,0.0,0.0,0,0
1560,2023-10-08,0.0,0.0,0.0,0,0
1561,2023-10-09,0.0,0.0,0.0,0,0
1562,2023-10-10,0.0,0.0,0.0,0,0
1563,2023-10-11,0.0,0.0,0.0,0,0
1564,2023-10-12,0.0,0.0,0.0,0,0
1565,2023-10-13,0.0,0.0,0.0,0,0
1566,2023-10-14,0.1,0.0,0.1,0,0
1567,2023-10-15,0.24,0.1,0.33999999999999997,0,0
1568,2023-10-16,0.0,0.24,0.24,0,0
1569,2023-10-17,0.0,0.0,0.0,0,0
1570,2023-10-18,0.0,0.0,0.0,0,0
1571,2023-10-19,0.0,0.0,0.0,0,0
1572,2023-10-20,0.0,0.0,0.0,0,0
1573,2023-10-21,0.0,0.0,0.0,0,0
1574,2023-10-22,0.0,0.0,0.0,0,0
1575,2023-10-23,0.0,0.0,0.0,0,0
1576,2023-10-24,0.0,0.0,0.0,0,0
1577,2023-10-25,0.0,0.0,0.0,0,0
1578,2023-10-26,0.0,0.0,0.0,0,0
1579,2023-10-27,0.0,0.0,0.0,0,0
1580,2023-10-28,0.0,0.0,0.0,0,0
1581,2023-10-29,0.0,0.0,0.0,0,0
1582,2023-10-30,0.0,0.0,0.0,0,0
1583,2023-10-31,0.0,0.0,0.0,0,0
1584,2023-11-01,0.0,0.0,0.0,0,0
1585,2023-11-02,0.0,0.0,0.0,0,0
1586,2023-11-03,0.0,0.0,0.0,0,0
1587,2023-11-04,0.0,0.0,0.0,0,0
1588,2023-11-05,0.0,0.0,0.0,0,0
1589,2023-11-06,0.0,0.0,0.0,0,0
1590,2023-11-07,0.0,0.0,0.0,0,0
1591,2023-11-08,0.0,0.0,0.0,0,0
1592,2023-11-09,0.0,0.0,0.0,0,0
1593,2023-11-10,0.0,0.0,0.0,0,0
1594,2023-11-11,0.0,0.0,0.0,0,0
1595,2023-11-12,0.0,0.0,0.0,0,0
1596,2023-11-13,0.0,0.0,0.0,0,0
1597,2023-11-14,0.0,0.0,0.0,0,0
1598,2023-11-15,0.0,0.0,0.0,0,0
1599,2023-11-16,0.0,0.0,0.0,0,0
1600,2023-11-17,0.0,0.0,0.0,0,0
1601,2023-11-18,0.0,0.0,0.0,0,0
1602,2023-11-19,0.0,0.0,0.0,0,0
1603,2023-11-20,0.0,0.0,0.0,0,0
1604,2023-11-21,0.0,0.0,0.0,0,0
1605,2023-11-22,0.0,0.0,0.0,0,0
1606,2023-11-23,0.0,0.0,0.0,0,0
1607,2023-11-24,0.0,0.0,0.0,0,0
1608,2023-11-25,0.0,0.0,0.0,0,0
1609,2023-11-26,31.96,0.0,31.96,0,0
1610,2023-11-27,0.05,31.96,32.01,0,0
1611,2023-11-28,0.0,0.05,0.05,0,0
1612,2023-11-29,0.0,0.0,0.0,0,0
1613,2023-11-30,0.0,0.0,0.0,0,0
1614,2023-12-01,0.0,0.0,0.0,0,0
1615,2023-12-02,0.11,0.0,0.11,0,0
1616,2023-12-03,2.19,0.11,2.3,0,0
1617,2023-12-04,0.33,2.19,2.52,0,0
1618,2023-12-05,0.0,0.33,0.33,0,0
1619,2023-12-06,0.0,0.0,0.0,0,0
1620,2023-12-07,0.0,0.0,0.0,0,0
1621,2023-12-08,0.0,0.0,0.0,0,0
1622,2023-12-09,0.0,0.0,0.0,0,0
1623,2023-12-10,0.0,0.0,0.0,0,0
1624,2023-12-11,0.0,0.0,0.0,0,0
1625,2023-12-12,0.0,0.0,0.0,0,0
1626,2023-12-13,0.0,0.0,0.0,0,0
1627,2023-12-14,0.0,0.0,0.0,0,0
1628,2023-12-15,0.0,0.0,0.0,0,0
1629,2023-12-16,0.0,0.0,0.0,0,0
1630,2023-12-17,0.0,0.0,0.0,0,0
1631,2023-12-18,0.0,0.0,0.0,0,0
1632,2023-12-19,0.0,0.0,0.0,0,0
1633,2023-12-20,0.0,0.0,0.0,0,0
1634,2023-12-21,0.0,0.0,0.0,0,0
1635,2023-12-22,0.0,0.0,0.0,0,0
1636,2023-12-23,0.0,0.0,0.0,0,0
1637,2023-12-24,0.0,0.0,0.0,0,0
1638,2023-12-25,0.0,0.0,0.0,0,0
1639,2023-12-26,0.0,0.0,0.0,0,0
1640,2023-12-27,0.0,0.0,0.0,0,0
1641,2023-12-28,0.0,0.0,0.0,0,0
1642,2023-12-29,0.0,0.0,0.0,0,0
1643,2023-12-30,0.0,0.0,0.0,0,0
1644,2023-12-31,0.0,0.0,0.0,0,0
1645,2024-01-01,0.0,0.0,0.0,0,0
1646,2024-01-02,0.0,0.0,0.0,0,0
1647,2024-01-03,0.0,0.0,0.0,0,0
1648,2024-01-04,0.0,0.0,0.0,0,0
1649,2024-01-05,0.0,0.0,0.0,0,0
1650,2024-01-06,0.0,0.0,0.0,0,0
1651,2024-01-07,0.0,0.0,0.0,0,0
1652,2024-01-08,0.0,0.0,0.0,0,0
1653,2024-01-09,0.13,0.0,0.13,0,0
1654,2024-01-10,0.27,0.13,0.4,0,0
1655,2024-01-11,0.0,0.27,0.27,0,0
1656,2024-01-12,0.0,0.0,0.0,0,0
1657,2024-01-13,0.0,0.0,0.0,0,0
1658,2024-01-14,0.0,0.0,0.0,0,0
1659,2024-01-15,0.0,0.0,0.0,0,0
1660,2024-01-16,0.0,0.0,0.0,0,0
1661,2024-01-17,0.0,0.0,0.0,0,0
1662,2024-01-18,0.0,0.0,0.0,0,0
1663,2024-01-19,0.0,0.0,0.0,0,0
1664,2024-01-20,0.0,0.0,0.0,0,0
1665,2024-01-21,0.0,0.0,0.0,0,0
1666,2024-01-22,0.0,0.0,0.0,0,0
1667,2024-01-23,0.0,0.0,0.0,0,0
1668,2024-01-24,0.0,0.0,0.0,0,0
1669,2024-01-25,0.0,0.0,0.0,0,0
1670,2024-01-26,0.0,0.0,0.0,0,0
1671,2024-01-27,0.0,0.0,0.0,0,0
1672,2024-01-28,0.0,0.0,0.0,0,0
1673,2024-01-29,0.0,0.0,0.0,0,0
1674,2024-01-30,0.0,0.0,0.0,0,0
1675,2024-01-31,0.0,0.0,0.0,0,0
1676,2024-02-01,0.0,0.0,0.0,0,0
1677,2024-02-02,0.0,0.0,0.0,0,0
1678,2024-02-03,0.0,0.0,0.0,0,0
1679,2024-02-04,0.0,0.0,0.0,0,0
1680,2024-02-05,0.0,0.0,0.0,0,0
1681,2024-02-06,0.0,0.0,0.0,0,0
1682,2024-02-07,0.0,0.0,0.0,0,0
1683,2024-02-08,0.0,0.0,0.0,0,0
1684,2024-02-09,0.0,0.0,0.0,0,0
1685,2024-02-10,0.0,0.0,0.0,0,0
1686,2024-02-11,0.0,0.0,0.0,0,0
1687,2024-02-12,0.0,0.0,0.0,0,0
1688,2024-02-13,0.0,0.0,0.0,0,0
1689,2024-02-14,0.0,0.0,0.0,0,0
1690,2024-02-15,0.0,0.0,0.0,0,0
1691,2024-02-16,0.0,0.0,0.0,0,0
1692,2024-02-17,0.0,0.0,0.0,0,0
1693,2024-02-18,0.0,0.0,0.0,0,0
1694,2024-02-19,0.0,0.0,0.0,0,0
1695,2024-02-20,0.0,0.0,0.0,0,0
1696,2024-02-21,0.0,0.0,0.0,0,0
1697,2024-02-22,0.0,0.0,0.0,0,0
1698,2024-02-23,0.0,0.0,0.0,0,0
1699,2024-02-24,0.0,0.0,0.0,0,0
1700,2024-02-25,0.0,0.0,0.0,0,0
1701,2024-02-26,0.0,0.0,0.0,0,0
1702,2024-02-27,0.0,0.0,0.0,0,0
1703,2024-02-28,0.0,0.0,0.0,0,0
1704,2024-02-29,0.0,0.0,0.0,0,0
1705,2024-03-01,0.0,0.0,0.0,0,0
1706,2024-03-02,3.2,0.0,3.2,0,0
1707,2024-03-03,0.0,3.2,3.2,0,0
1708,2024-03-04,0.0,0.0,0.0,0,0
1709,2024-03-05,0.0,0.0,0.0,0,0
1710,2024-03-06,0.0,0.0,0.0,0,0
1711,2024-03-07,0.0,0.0,0.0,0,0
1712,2024-03-08,0.0,0.0,0.0,0,0
1713,2024-03-09,0.0,0.0,0.0,0,0
1714,2024-03-10,0.0,0.0,0.0,0,0
1715,2024-03-11,0.0,0.0,0.0,0,0
1716,2024-03-12,0.0,0.0,0.0,0,0
1717,2024-03-13,0.0,0.0,0.0,0,0
1718,2024-03-14,0.0,0.0,0.0,0,0
1719,2024-03-15,0.0,0.0,0.0,0,0
1720,2024-03-16,0.0,0.0,0.0,0,0
1721,2024-03-17,0.0,0.0,0.0,0,0
1722,2024-03-18,0.0,0.0,0.0,0,0
1723,2024-03-19,0.0,0.0,0.0,0,0
1724,2024-03-20,0.0,0.0,0.0,0,0
1725,2024-03-21,0.0,0.0,0.0,0,0
1726,2024-03-22,0.0,0.0,0.0,0,0
1727,2024-03-23,0.0,0.0,0.0,0,0
1728,2024-03-24,0.0,0.0,0.0,0,0
1729,2024-03-25,0.0,0.0,0.0,0,0
1730,2024-03-26,0.0,0.0,0.0,0,0
1731,2024-03-27,0.0,0.0,0.0,0,0
1732,2024-03-28,0.0,0.0,0.0,0,0
1733,2024-03-29,0.0,0.0,0.0,0,0
1734,2024-03-30,0.0,0.0,0.0,0,0
1735,2024-03-31,0.0,0.0,0.0,0,0
1736,2024-04-01,0.0,0.0,0.0,0,0
1737,2024-04-02,0.0,0.0,0.0,0,0
1738,2024-04-03,0.0,0.0,0.0,0,0
1739,2024-04-04,0.0,0.0,0.0,0,0
1740,2024-04-05,0.0,0.0,0.0,0,0
1741,2024-04-06,0.0,0.0,0.0,0,0
1742,2024-04-07,0.0,0.0,0.0,0,0
1743,2024-04-08,0.0,0.0,0.0,0,0
1744,2024-04-09,0.0,0.0,0.0,0,0
1745,2024-04-10,0.0,0.0,0.0,0,0
1746,2024-04-11,0.01,0.0,0.01,0,0
1747,2024-04-12,0.0,0.01,0.01,0,0
1748,2024-04-13,0.0,0.0,0.0,0,0
1749,2024-04-14,0.0,0.0,0.0,0,0
1750,2024-04-15,0.0,0.0,0.0,0,0
1751,2024-04-16,0.0,0.0,0.0,0,0
1752,2024-04-17,0.0,0.0,0.0,0,0
1753,2024-04-18,0.0,0.0,0.0,0,0
1754,2024-04-19,0.0,0.0,0.0,0,0
1755,2024-04-20,0.0,0.0,0.0,0,0
1756,2024-04-21,0.0,0.0,0.0,0,0
1757,2024-04-22,0.0,0.0,0.0,0,0
1758,2024-04-23,0.0,0.0,0.0,0,0
1759,2024-04-24,0.0,0.0,0.0,0,0
1760,2024-04-25,0.0,0.0,0.0,0,0
1761,2024-04-26,0.0,0.0,0.0,0,0
1762,2024-04-27,0.01,0.0,0.01,0,0
1763,2024-04-28,0.0,0.01,0.01,0,0
1764,2024-04-29,0.0,0.0,0.0,0,0
1765,2024-04-30,0.0,0.0,0.0,0,0
1766,2024-05-01,0.0,0.0,0.0,0,0
1767,2024-05-02,0.0,0.0,0.0,0,0
1768,2024-05-03,0.0,0.0,0.0,0,0
1769,2024-05-04,0.0,0.0,0.0,0,0
1770,2024-05-05,0.0,0.0,0.0,0,0
1771,2024-05-06,0.0,0.0,0.0,0,0
1772,2024-05-07,0.0,0.0,0.0,0,0
1773,2024-05-08,0.0,0.0,0.0,0,0
1774,2024-05-09,0.0,0.0,0.0,0,0
1775,2024-05-10,0.0,0.0,0.0,0,0
1776,2024-05-11,0.04,0.0,0.04,0,0
1777,2024-05-12,0.02,0.04,0.06,0,0
1778,2024-05-13,0.66,0.02,0.68,0,0
1779,2024-05-14,5.11,0.66,5.7700000000000005,0,0
1780,2024-05-15,0.0,5.11,5.11,0,0
1781,2024-05-16,0.35,0.0,0.35,0,0
1782,2024-05-17,0.0,0.35,0.35,0,0
1783,2024-05-18,0.02,0.0,0.02,0,0
1784,2024-05-19,0.0,0.02,0.02,0,0
1785,2024-05-20,0.0,0.0,0.0,0,0
1786,2024-05-21,0.0,0.0,0.0,0,0
1787,2024-05-22,0.0,0.0,0.0,0,0
1788,2024-05-23,0.0,0.0,0.0,0,0
1789,2024-05-24,0.0,0.0,0.0,0,0
1790,2024-05-25,0.0,0.0,0.0,0,0
1791,2024-05-26,0.0,0.0,0.0,0,0
1792,2024-05-27,0.0,0.0,0.0,0,0
1793,2024-05-28,0.0,0.0,0.0,0,0
1794,2024-05-29,0.0,0.0,0.0,0,0
1795,2024-05-30,0.0,0.0,0.0,0,0
1796,2024-05-31,0.0,0.0,0.0,0,0
1797,2024-06-01,0.0,0.0,0.0,0,0
1798,2024-06-02,0.0,0.0,0.0,0,0
1799,2024-06-03,0.0,0.0,0.0,0,0
1800,2024-06-04,0.0,0.0,0.0,0,0
1801,2024-06-05,0.0,0.0,0.0,0,0
1802,2024-06-06,0.0,0.0,0.0,0,0
1803,2024-06-07,0.02,0.0,0.02,0,0
1804,2024-06-08,0.23,0.02,0.25,0,0
1805,2024-06-09,0.6,0.23,0.83,0,0
1806,2024-06-10,2.01,0.6,2.61,0,0
1807,2024-06-11,7.97,2.01,9.98,0,0
1808,2024-06-12,0.0,7.97,7.97,0,0
1809,2024-06-13,0.49,0.0,0.49,0,0
1810,2024-06-14,0.34,0.49,0.8300000000000001,0,0
1811,2024-06-15,2.3,0.34,2.6399999999999997,0,0
1812,2024-06-16,0.43,2.3,2.73,0,0
1813,2024-06-17,0.04,0.43,0.47,0,0
1814,2024-06-18,0.04,0.04,0.08,0,0
1815,2024-06-19,0.05,0.04,0.09,0,0
1816,2024-06-20,0.27,0.05,0.32,0,0
1817,2024-06-21,0.05,0.27,0.32,0,0
1818,2024-06-22,0.44,0.05,0.49,0,0
1819,2024-06-23,1.82,0.44,2.2600000000000002,0,0
1820,2024-06-24,22.58,1.82,24.4,0,0
1821,2024-06-25,18.2,22.58,40.78,0,0
1822,2024-06-26,2.5,18.2,20.7,0,0
1823,2024-06-27,3.04,2.5,5.54,0,0
1824,2024-06-28,3.67,3.04,6.71,0,0
1825,2024-06-29,7.56,3.67,11.23,0,0
1826,2024-06-30,18.9,7.56,26.459999999999997,0,0
1827,2024-07-01,17.71,18.9,36.61,0,0
1828,2024-07-02,9.23,17.71,26.94,0,0
1829,2024-07-03,1.64,9.23,10.870000000000001,0,0
1830,2024-07-04,6.15,1.64,7.79,0,0
1831,2024-07-05,7.47,6.15,13.620000000000001,0,0
1832,2024-07-06,1.15,7.47,8.62,0,0
1833,2024-07-07,0.26,1.15,1.41,0,0
1834,2024-07-08,0.61,0.26,0.87,0,0
1835,2024-07-09,7.83,0.61,8.44,0,0
1836,2024-07-10,1.38,7.83,9.21,0,0
1837,2024-07-11,1.27,1.38,2.65,0,0
1838,2024-07-12,3.18,1.27,4.45,0,0
1839,2024-07-13,1.07,3.18,4.25,0,0
1840,2024-07-14,1.46,1.07,2.5300000000000002,0,0
1841,2024-07-15,33.74,1.46,35.2,0,0
1842,2024-07-16,11.55,33.74,45.290000000000006,0,0
1843,2024-07-17,2.56,11.55,14.110000000000001,0,0
1844,2024-07-18,0.37,2.56,2.93,0,0
1845,2024-07-19,0.12,0.37,0.49,0,0
1846,2024-07-20,0.53,0.12,0.65,0,0
1847,2024-07-21,1.34,0.53,1.87,0,0
1848,2024-07-22,6.03,1.34,7.37,0,0
1849,2024-07-23,7.15,6.03,13.18,0,0
1850,2024-07-24,32.62,7.15,39.769999999999996,0,0
1851,2024-07-25,26.4,32.62,59.019999999999996,0,0
1852,2024-07-26,6.85,26.4,33.25,0,0
1853,2024-07-27,5.78,6.85,12.629999999999999,0,0
1854,2024-07-28,5.63,5.78,11.41,0,0
1855,2024-07-29,17.79,5.63,23.419999999999998,0,0
1856,2024-07-30,4.05,17.79,21.84,0,0
1857,2024-07-31,4.55,4.05,8.6,0,0
1858,2024-08-01,9.61,4.55,14.16,0,0
1859,2024-08-02,8.82,9.61,18.43,0,0
1860,2024-08-03,13.03,8.82,21.85,0,0
1861,2024-08-04,10.38,13.03,23.41,0,0
1862,2024-08-05,5.08,10.38,15.46,0,0
1863,2024-08-06,1.5,5.08,6.58,0,0
1864,2024-08-07,0.34,1.5,1.84,0,0
1865,2024-08-08,7.36,0.34,7.7,0,0
1866,2024-08-09,6.59,7.36,13.95,0,0
1867,2024-08-10,9.1,6.59,15.69,0,0
1868,2024-08-11,9.99,9.1,19.09,0,0
1869,2024-08-12,8.25,9.99,18.240000000000002,0,0
1870,2024-08-13,0.98,8.25,9.23,0,0
1871,2024-08-14,1.7,0.98,2.6799999999999997,0,0
1872,2024-08-15,0.5,1.7,2.2,0,0
